Id Cuenta;Marca;Nombre;Cantidad;precioCompra;precioVenta;tipoPedido;;;
1198;Marca_2;Producto_3373;4;1.12003004E7;1.12003004E7;ALTA;;;
1895;Marca_3;Producto_3124;19;1.12003004E7;1.12003004E7;ALTA;;;
3090;Marca_2;Producto_3562;54;1.12003004E7;1.12003004E7;COMPRA;;;
2716;Marca_2;Producto_39;21;1.12003004E7;1.12003004E7;ALTA;;;
2339;Marca_5;Producto_2041;5;1.12003004E7;1.12003004E7;COMPRA;;;
351;Marca_4;Producto_4469;17;1.12003004E7;1.12003004E7;VENTA;;;
3728;Marca_4;Producto_3753;51;1.12003004E7;1.12003004E7;ALTA;;;
1460;Marca_1;Producto_918;21;1.12003004E7;1.12003004E7;BAJA;;;
1954;Marca_3;Producto_4759;3;1.12003004E7;1.12003004E7;ALTA;;;
28;Marca_1;Producto_3138;37;1.12003004E7;1.12003004E7;BAJA;;;
831;Marca_4;Producto_4222;16;1.12003004E7;1.12003004E7;ALTA;;;
438;Marca_2;Producto_1076;13;1.12003004E7;1.12003004E7;ALTA;;;
3091;Marca_5;Producto_3684;45;1.12003004E7;1.12003004E7;COMPRA;;;
3342;Marca_2;Producto_4763;35;1.12003004E7;1.12003004E7;VENTA;;;
2031;Marca_5;Producto_1438;47;1.12003004E7;1.12003004E7;COMPRA;;;
2310;Marca_2;Producto_784;53;1.12003004E7;1.12003004E7;ALTA;;;
1500;Marca_3;Producto_492;4;1.12003004E7;1.12003004E7;COMPRA;;;
2536;Marca_2;Producto_4668;2;1.12003004E7;1.12003004E7;ALTA;;;
3908;Marca_3;Producto_1803;8;1.12003004E7;1.12003004E7;COMPRA;;;
1262;Marca_4;Producto_4313;30;1.12003004E7;1.12003004E7;VENTA;;;
3104;Marca_3;Producto_3123;6;1.12003004E7;1.12003004E7;COMPRA;;;
2893;Marca_1;Producto_644;15;1.12003004E7;1.12003004E7;ALTA;;;
865;Marca_5;Producto_3531;1;1.12003004E7;1.12003004E7;ALTA;;;
2209;Marca_1;Producto_2512;3;1.12003004E7;1.12003004E7;VENTA;;;
3541;Marca_2;Producto_1123;24;1.12003004E7;1.12003004E7;ALTA;;;
1544;Marca_4;Producto_1424;20;1.12003004E7;1.12003004E7;BAJA;;;
1078;Marca_1;Producto_4495;30;1.12003004E7;1.12003004E7;COMPRA;;;
1118;Marca_5;Producto_3737;1;1.12003004E7;1.12003004E7;BAJA;;;
1579;Marca_1;Producto_2438;5;1.12003004E7;1.12003004E7;ALTA;;;
1232;Marca_1;Producto_344;5;1.12003004E7;1.12003004E7;VENTA;;;
1367;Marca_1;Producto_4507;66;1.12003004E7;1.12003004E7;ALTA;;;
640;Marca_2;Producto_1716;6;1.12003004E7;1.12003004E7;COMPRA;;;
2382;Marca_5;Producto_2277;45;1.12003004E7;1.12003004E7;VENTA;;;
4;Marca_4;Producto_448;47;1.12003004E7;1.12003004E7;ALTA;;;
3734;Marca_5;Producto_4739;6;1.12003004E7;1.12003004E7;ALTA;;;
421;Marca_4;Producto_4366;32;1.12003004E7;1.12003004E7;VENTA;;;
1015;Marca_3;Producto_3399;12;1.12003004E7;1.12003004E7;ALTA;;;
1884;Marca_4;Producto_2575;21;1.12003004E7;1.12003004E7;COMPRA;;;
1780;Marca_1;Producto_3330;39;1.12003004E7;1.12003004E7;VENTA;;;
531;Marca_2;Producto_129;39;1.12003004E7;1.12003004E7;ALTA;;;
2694;Marca_3;Producto_4932;29;1.12003004E7;1.12003004E7;BAJA;;;
2061;Marca_3;Producto_4169;21;1.12003004E7;1.12003004E7;ALTA;;;
2981;Marca_5;Producto_4303;42;1.12003004E7;1.12003004E7;VENTA;;;
271;Marca_4;Producto_3943;4;1.12003004E7;1.12003004E7;COMPRA;;;
3341;Marca_5;Producto_2280;6;1.12003004E7;1.12003004E7;VENTA;;;
3872;Marca_1;Producto_4455;1;1.12003004E7;1.12003004E7;BAJA;;;
1446;Marca_1;Producto_251;29;1.12003004E7;1.12003004E7;ALTA;;;
786;Marca_2;Producto_3941;51;1.12003004E7;1.12003004E7;ALTA;;;
1483;Marca_2;Producto_2233;59;1.12003004E7;1.12003004E7;VENTA;;;
2979;Marca_2;Producto_4439;46;1.12003004E7;1.12003004E7;ALTA;;;
1273;Marca_1;Producto_1288;7;1.12003004E7;1.12003004E7;COMPRA;;;
2715;Marca_2;Producto_156;50;1.12003004E7;1.12003004E7;ALTA;;;
2590;Marca_1;Producto_2267;27;1.12003004E7;1.12003004E7;BAJA;;;
1346;Marca_1;Producto_42;22;1.12003004E7;1.12003004E7;COMPRA;;;
1865;Marca_1;Producto_1441;52;1.12003004E7;1.12003004E7;BAJA;;;
3410;Marca_1;Producto_4862;20;1.12003004E7;1.12003004E7;VENTA;;;
3777;Marca_4;Producto_2209;22;1.12003004E7;1.12003004E7;ALTA;;;
1119;Marca_5;Producto_2770;8;1.12003004E7;1.12003004E7;BAJA;;;
2097;Marca_5;Producto_4019;46;1.12003004E7;1.12003004E7;BAJA;;;
2975;Marca_2;Producto_2977;39;1.12003004E7;1.12003004E7;ALTA;;;
2859;Marca_4;Producto_984;67;1.12003004E7;1.12003004E7;BAJA;;;
714;Marca_4;Producto_2577;52;1.12003004E7;1.12003004E7;ALTA;;;
2449;Marca_3;Producto_2001;29;1.12003004E7;1.12003004E7;BAJA;;;
3007;Marca_3;Producto_2259;60;1.12003004E7;1.12003004E7;VENTA;;;
3261;Marca_4;Producto_2207;6;1.12003004E7;1.12003004E7;ALTA;;;
1414;Marca_2;Producto_588;25;1.12003004E7;1.12003004E7;ALTA;;;
3713;Marca_1;Producto_2410;33;1.12003004E7;1.12003004E7;BAJA;;;
1828;Marca_4;Producto_4497;36;1.12003004E7;1.12003004E7;ALTA;;;
1975;Marca_3;Producto_4302;28;1.12003004E7;1.12003004E7;COMPRA;;;
3645;Marca_3;Producto_2786;1;1.12003004E7;1.12003004E7;COMPRA;;;
2943;Marca_4;Producto_371;88;1.12003004E7;1.12003004E7;ALTA;;;
3429;Marca_2;Producto_2691;10;1.12003004E7;1.12003004E7;ALTA;;;
2547;Marca_4;Producto_4095;18;1.12003004E7;1.12003004E7;VENTA;;;
3903;Marca_5;Producto_1530;60;1.12003004E7;1.12003004E7;ALTA;;;
2592;Marca_1;Producto_937;86;1.12003004E7;1.12003004E7;COMPRA;;;
1408;Marca_4;Producto_1290;10;1.12003004E7;1.12003004E7;ALTA;;;
1095;Marca_2;Producto_3696;5;1.12003004E7;1.12003004E7;ALTA;;;
975;Marca_2;Producto_1360;6;1.12003004E7;1.12003004E7;ALTA;;;
3271;Marca_4;Producto_126;17;1.12003004E7;1.12003004E7;ALTA;;;
2334;Marca_2;Producto_1261;95;1.12003004E7;1.12003004E7;ALTA;;;
2067;Marca_4;Producto_1063;4;1.12003004E7;1.12003004E7;VENTA;;;
3992;Marca_4;Producto_707;10;1.12003004E7;1.12003004E7;VENTA;;;
3332;Marca_4;Producto_2814;27;1.12003004E7;1.12003004E7;COMPRA;;;
626;Marca_2;Producto_4972;25;1.12003004E7;1.12003004E7;COMPRA;;;
3520;Marca_1;Producto_1022;8;1.12003004E7;1.12003004E7;ALTA;;;
3689;Marca_5;Producto_1494;21;1.12003004E7;1.12003004E7;BAJA;;;
791;Marca_1;Producto_303;32;1.12003004E7;1.12003004E7;ALTA;;;
3949;Marca_4;Producto_867;3;1.12003004E7;1.12003004E7;ALTA;;;
22;Marca_4;Producto_817;15;1.12003004E7;1.12003004E7;ALTA;;;
560;Marca_1;Producto_2785;7;1.12003004E7;1.12003004E7;COMPRA;;;
1338;Marca_1;Producto_2842;32;1.12003004E7;1.12003004E7;VENTA;;;
795;Marca_3;Producto_3594;14;1.12003004E7;1.12003004E7;COMPRA;;;
2527;Marca_5;Producto_499;19;1.12003004E7;1.12003004E7;ALTA;;;
810;Marca_5;Producto_227;19;1.12003004E7;1.12003004E7;VENTA;;;
2069;Marca_5;Producto_3215;10;1.12003004E7;1.12003004E7;VENTA;;;
2548;Marca_2;Producto_2283;3;1.12003004E7;1.12003004E7;BAJA;;;
2185;Marca_1;Producto_1715;8;1.12003004E7;1.12003004E7;COMPRA;;;
1177;Marca_1;Producto_1048;19;1.12003004E7;1.12003004E7;BAJA;;;
3637;Marca_4;Producto_1025;27;1.12003004E7;1.12003004E7;ALTA;;;
3775;Marca_3;Producto_1901;4;1.12003004E7;1.12003004E7;BAJA;;;
2379;Marca_3;Producto_4009;17;1.12003004E7;1.12003004E7;ALTA;;;
1944;Marca_5;Producto_336;35;1.12003004E7;1.12003004E7;ALTA;;;
3328;Marca_4;Producto_50;4;1.12003004E7;1.12003004E7;BAJA;;;
626;Marca_3;Producto_3081;11;1.12003004E7;1.12003004E7;VENTA;;;
252;Marca_4;Producto_2550;4;1.12003004E7;1.12003004E7;VENTA;;;
738;Marca_5;Producto_3385;18;1.12003004E7;1.12003004E7;BAJA;;;
2350;Marca_2;Producto_4883;10;1.12003004E7;1.12003004E7;BAJA;;;
3472;Marca_5;Producto_1032;9;1.12003004E7;1.12003004E7;BAJA;;;
3433;Marca_5;Producto_1612;12;1.12003004E7;1.12003004E7;VENTA;;;
3463;Marca_3;Producto_557;11;1.12003004E7;1.12003004E7;BAJA;;;
3631;Marca_3;Producto_3252;10;1.12003004E7;1.12003004E7;VENTA;;;
585;Marca_3;Producto_1538;66;1.12003004E7;1.12003004E7;ALTA;;;
2911;Marca_4;Producto_2909;74;1.12003004E7;1.12003004E7;BAJA;;;
1561;Marca_3;Producto_4446;30;1.12003004E7;1.12003004E7;ALTA;;;
3398;Marca_2;Producto_3991;6;1.12003004E7;1.12003004E7;VENTA;;;
1100;Marca_2;Producto_2028;4;1.12003004E7;1.12003004E7;ALTA;;;
1102;Marca_2;Producto_2347;1;1.12003004E7;1.12003004E7;VENTA;;;
2816;Marca_1;Producto_2216;15;1.12003004E7;1.12003004E7;COMPRA;;;
2730;Marca_4;Producto_2936;1;1.12003004E7;1.12003004E7;ALTA;;;
2116;Marca_5;Producto_4048;4;1.12003004E7;1.12003004E7;BAJA;;;
1567;Marca_3;Producto_3428;37;1.12003004E7;1.12003004E7;ALTA;;;
1726;Marca_2;Producto_1483;31;1.12003004E7;1.12003004E7;ALTA;;;
1789;Marca_3;Producto_4906;1;1.12003004E7;1.12003004E7;ALTA;;;
3358;Marca_4;Producto_4440;17;1.12003004E7;1.12003004E7;BAJA;;;
3407;Marca_3;Producto_3832;6;1.12003004E7;1.12003004E7;ALTA;;;
3555;Marca_1;Producto_689;6;1.12003004E7;1.12003004E7;COMPRA;;;
2748;Marca_2;Producto_3162;21;1.12003004E7;1.12003004E7;COMPRA;;;
364;Marca_1;Producto_4253;46;1.12003004E7;1.12003004E7;BAJA;;;
3825;Marca_3;Producto_3798;6;1.12003004E7;1.12003004E7;ALTA;;;
3073;Marca_1;Producto_4995;80;1.12003004E7;1.12003004E7;ALTA;;;
3219;Marca_3;Producto_307;26;1.12003004E7;1.12003004E7;BAJA;;;
3365;Marca_5;Producto_1605;14;1.12003004E7;1.12003004E7;BAJA;;;
1515;Marca_4;Producto_3796;13;1.12003004E7;1.12003004E7;VENTA;;;
3204;Marca_4;Producto_1831;31;1.12003004E7;1.12003004E7;COMPRA;;;
2659;Marca_1;Producto_673;55;1.12003004E7;1.12003004E7;ALTA;;;
3938;Marca_1;Producto_3384;16;1.12003004E7;1.12003004E7;ALTA;;;
1796;Marca_2;Producto_1711;2;1.12003004E7;1.12003004E7;BAJA;;;
2223;Marca_3;Producto_2922;9;1.12003004E7;1.12003004E7;COMPRA;;;
886;Marca_5;Producto_1740;43;1.12003004E7;1.12003004E7;VENTA;;;
1994;Marca_2;Producto_1152;23;1.12003004E7;1.12003004E7;VENTA;;;
755;Marca_5;Producto_2876;87;1.12003004E7;1.12003004E7;COMPRA;;;
2613;Marca_5;Producto_4388;8;1.12003004E7;1.12003004E7;ALTA;;;
2232;Marca_1;Producto_4040;41;1.12003004E7;1.12003004E7;VENTA;;;
3763;Marca_5;Producto_4646;8;1.12003004E7;1.12003004E7;COMPRA;;;
987;Marca_4;Producto_4611;15;1.12003004E7;1.12003004E7;ALTA;;;
84;Marca_1;Producto_4208;1;1.12003004E7;1.12003004E7;ALTA;;;
1981;Marca_4;Producto_4833;49;1.12003004E7;1.12003004E7;ALTA;;;
3258;Marca_5;Producto_4224;24;1.12003004E7;1.12003004E7;ALTA;;;
624;Marca_2;Producto_3510;51;1.12003004E7;1.12003004E7;ALTA;;;
3045;Marca_5;Producto_2308;3;1.12003004E7;1.12003004E7;ALTA;;;
1652;Marca_2;Producto_4465;90;1.12003004E7;1.12003004E7;VENTA;;;
3429;Marca_3;Producto_4166;5;1.12003004E7;1.12003004E7;ALTA;;;
1276;Marca_3;Producto_1538;29;1.12003004E7;1.12003004E7;ALTA;;;
2133;Marca_3;Producto_4204;5;1.12003004E7;1.12003004E7;ALTA;;;
1738;Marca_2;Producto_4023;44;1.12003004E7;1.12003004E7;BAJA;;;
2544;Marca_1;Producto_1366;24;1.12003004E7;1.12003004E7;ALTA;;;
915;Marca_1;Producto_251;19;1.12003004E7;1.12003004E7;BAJA;;;
2949;Marca_4;Producto_2250;9;1.12003004E7;1.12003004E7;COMPRA;;;
532;Marca_2;Producto_1918;10;1.12003004E7;1.12003004E7;BAJA;;;
316;Marca_2;Producto_3177;3;1.12003004E7;1.12003004E7;COMPRA;;;
3481;Marca_3;Producto_1009;72;1.12003004E7;1.12003004E7;VENTA;;;
2426;Marca_5;Producto_1816;27;1.12003004E7;1.12003004E7;VENTA;;;
132;Marca_4;Producto_4720;36;1.12003004E7;1.12003004E7;ALTA;;;
638;Marca_2;Producto_2367;21;1.12003004E7;1.12003004E7;ALTA;;;
3203;Marca_3;Producto_960;14;1.12003004E7;1.12003004E7;ALTA;;;
3473;Marca_5;Producto_1605;78;1.12003004E7;1.12003004E7;COMPRA;;;
2860;Marca_2;Producto_4761;5;1.12003004E7;1.12003004E7;ALTA;;;
1758;Marca_1;Producto_2336;12;1.12003004E7;1.12003004E7;COMPRA;;;
1117;Marca_2;Producto_2754;4;1.12003004E7;1.12003004E7;ALTA;;;
1004;Marca_1;Producto_4978;1;1.12003004E7;1.12003004E7;ALTA;;;
3708;Marca_5;Producto_4218;19;1.12003004E7;1.12003004E7;COMPRA;;;
3792;Marca_1;Producto_1873;5;1.12003004E7;1.12003004E7;BAJA;;;
2826;Marca_3;Producto_4615;36;1.12003004E7;1.12003004E7;COMPRA;;;
2747;Marca_1;Producto_3281;18;1.12003004E7;1.12003004E7;BAJA;;;
2160;Marca_3;Producto_1209;24;1.12003004E7;1.12003004E7;ALTA;;;
876;Marca_3;Producto_2312;1;1.12003004E7;1.12003004E7;VENTA;;;
299;Marca_3;Producto_2580;3;1.12003004E7;1.12003004E7;ALTA;;;
2864;Marca_1;Producto_1048;33;1.12003004E7;1.12003004E7;ALTA;;;
1663;Marca_4;Producto_1295;51;1.12003004E7;1.12003004E7;ALTA;;;
1095;Marca_5;Producto_1470;41;1.12003004E7;1.12003004E7;VENTA;;;
2599;Marca_5;Producto_1643;4;1.12003004E7;1.12003004E7;ALTA;;;
2182;Marca_5;Producto_4599;1;1.12003004E7;1.12003004E7;ALTA;;;
2005;Marca_3;Producto_1347;17;1.12003004E7;1.12003004E7;COMPRA;;;
1134;Marca_4;Producto_3103;21;1.12003004E7;1.12003004E7;ALTA;;;
401;Marca_3;Producto_1596;47;1.12003004E7;1.12003004E7;VENTA;;;
3749;Marca_4;Producto_4467;19;1.12003004E7;1.12003004E7;ALTA;;;
585;Marca_4;Producto_752;26;1.12003004E7;1.12003004E7;BAJA;;;
858;Marca_3;Producto_2553;3;1.12003004E7;1.12003004E7;ALTA;;;
3279;Marca_4;Producto_2593;35;1.12003004E7;1.12003004E7;VENTA;;;
184;Marca_4;Producto_2425;65;1.12003004E7;1.12003004E7;ALTA;;;
2527;Marca_4;Producto_2578;76;1.12003004E7;1.12003004E7;BAJA;;;
1910;Marca_4;Producto_4285;10;1.12003004E7;1.12003004E7;ALTA;;;
2705;Marca_3;Producto_116;4;1.12003004E7;1.12003004E7;COMPRA;;;
2833;Marca_3;Producto_511;69;1.12003004E7;1.12003004E7;VENTA;;;
2299;Marca_3;Producto_183;43;1.12003004E7;1.12003004E7;ALTA;;;
1559;Marca_2;Producto_3682;27;1.12003004E7;1.12003004E7;BAJA;;;
3003;Marca_1;Producto_3358;35;1.12003004E7;1.12003004E7;BAJA;;;
1188;Marca_4;Producto_3592;16;1.12003004E7;1.12003004E7;COMPRA;;;
719;Marca_5;Producto_4258;61;1.12003004E7;1.12003004E7;COMPRA;;;
3484;Marca_3;Producto_4749;11;1.12003004E7;1.12003004E7;VENTA;;;
2359;Marca_3;Producto_2848;6;1.12003004E7;1.12003004E7;ALTA;;;
67;Marca_3;Producto_3710;34;1.12003004E7;1.12003004E7;VENTA;;;
3604;Marca_2;Producto_4751;19;1.12003004E7;1.12003004E7;VENTA;;;
2545;Marca_3;Producto_904;18;1.12003004E7;1.12003004E7;ALTA;;;
492;Marca_1;Producto_3657;13;1.12003004E7;1.12003004E7;COMPRA;;;
1787;Marca_2;Producto_4061;43;1.12003004E7;1.12003004E7;COMPRA;;;
57;Marca_3;Producto_4336;22;1.12003004E7;1.12003004E7;COMPRA;;;
3184;Marca_4;Producto_915;2;1.12003004E7;1.12003004E7;COMPRA;;;
975;Marca_2;Producto_3;1;1.12003004E7;1.12003004E7;COMPRA;;;
61;Marca_4;Producto_3846;17;1.12003004E7;1.12003004E7;COMPRA;;;
2435;Marca_3;Producto_2003;20;1.12003004E7;1.12003004E7;COMPRA;;;
2458;Marca_2;Producto_1969;36;1.12003004E7;1.12003004E7;COMPRA;;;
2273;Marca_3;Producto_2805;11;1.12003004E7;1.12003004E7;VENTA;;;
1081;Marca_3;Producto_58;29;1.12003004E7;1.12003004E7;VENTA;;;
3391;Marca_2;Producto_4385;74;1.12003004E7;1.12003004E7;ALTA;;;
2558;Marca_5;Producto_2825;73;1.12003004E7;1.12003004E7;VENTA;;;
3030;Marca_5;Producto_4643;58;1.12003004E7;1.12003004E7;ALTA;;;
226;Marca_5;Producto_1964;1;1.12003004E7;1.12003004E7;BAJA;;;
822;Marca_2;Producto_1521;27;1.12003004E7;1.12003004E7;BAJA;;;
3618;Marca_2;Producto_3913;2;1.12003004E7;1.12003004E7;ALTA;;;
1412;Marca_2;Producto_4701;45;1.12003004E7;1.12003004E7;ALTA;;;
2428;Marca_3;Producto_2009;10;1.12003004E7;1.12003004E7;ALTA;;;
1096;Marca_2;Producto_3565;32;1.12003004E7;1.12003004E7;VENTA;;;
1004;Marca_3;Producto_4776;1;1.12003004E7;1.12003004E7;VENTA;;;
1425;Marca_3;Producto_3355;6;1.12003004E7;1.12003004E7;COMPRA;;;
3612;Marca_1;Producto_3663;3;1.12003004E7;1.12003004E7;ALTA;;;
3575;Marca_2;Producto_4631;35;1.12003004E7;1.12003004E7;BAJA;;;
2778;Marca_2;Producto_1711;5;1.12003004E7;1.12003004E7;ALTA;;;
532;Marca_1;Producto_2989;68;1.12003004E7;1.12003004E7;ALTA;;;
2731;Marca_4;Producto_356;10;1.12003004E7;1.12003004E7;BAJA;;;
1976;Marca_5;Producto_2477;35;1.12003004E7;1.12003004E7;COMPRA;;;
2109;Marca_1;Producto_828;5;1.12003004E7;1.12003004E7;VENTA;;;
3928;Marca_5;Producto_2040;83;1.12003004E7;1.12003004E7;ALTA;;;
3151;Marca_2;Producto_961;66;1.12003004E7;1.12003004E7;ALTA;;;
2919;Marca_5;Producto_2717;57;1.12003004E7;1.12003004E7;COMPRA;;;
401;Marca_1;Producto_1841;1;1.12003004E7;1.12003004E7;BAJA;;;
2370;Marca_2;Producto_342;30;1.12003004E7;1.12003004E7;COMPRA;;;
3927;Marca_3;Producto_310;37;1.12003004E7;1.12003004E7;COMPRA;;;
1577;Marca_1;Producto_2122;61;1.12003004E7;1.12003004E7;ALTA;;;
3351;Marca_4;Producto_535;9;1.12003004E7;1.12003004E7;VENTA;;;
2259;Marca_3;Producto_2087;56;1.12003004E7;1.12003004E7;COMPRA;;;
2819;Marca_3;Producto_4515;3;1.12003004E7;1.12003004E7;VENTA;;;
1049;Marca_1;Producto_1805;35;1.12003004E7;1.12003004E7;BAJA;;;
549;Marca_2;Producto_2346;93;1.12003004E7;1.12003004E7;COMPRA;;;
3388;Marca_5;Producto_4588;26;1.12003004E7;1.12003004E7;BAJA;;;
3301;Marca_3;Producto_1744;66;1.12003004E7;1.12003004E7;VENTA;;;
271;Marca_1;Producto_423;35;1.12003004E7;1.12003004E7;COMPRA;;;
1941;Marca_2;Producto_3359;32;1.12003004E7;1.12003004E7;VENTA;;;
3020;Marca_1;Producto_2956;91;1.12003004E7;1.12003004E7;ALTA;;;
1041;Marca_2;Producto_3451;10;1.12003004E7;1.12003004E7;ALTA;;;
906;Marca_3;Producto_3520;47;1.12003004E7;1.12003004E7;BAJA;;;
2858;Marca_3;Producto_2653;32;1.12003004E7;1.12003004E7;BAJA;;;
1912;Marca_1;Producto_3763;27;1.12003004E7;1.12003004E7;VENTA;;;
169;Marca_1;Producto_2410;63;1.12003004E7;1.12003004E7;ALTA;;;
1458;Marca_1;Producto_4540;62;1.12003004E7;1.12003004E7;BAJA;;;
3309;Marca_4;Producto_4463;13;1.12003004E7;1.12003004E7;VENTA;;;
3189;Marca_2;Producto_4842;13;1.12003004E7;1.12003004E7;VENTA;;;
2785;Marca_5;Producto_2765;12;1.12003004E7;1.12003004E7;VENTA;;;
3238;Marca_4;Producto_209;5;1.12003004E7;1.12003004E7;VENTA;;;
1664;Marca_5;Producto_1943;33;1.12003004E7;1.12003004E7;BAJA;;;
2013;Marca_2;Producto_2130;44;1.12003004E7;1.12003004E7;BAJA;;;
3872;Marca_1;Producto_3205;4;1.12003004E7;1.12003004E7;VENTA;;;
2328;Marca_1;Producto_1029;13;1.12003004E7;1.12003004E7;BAJA;;;
746;Marca_2;Producto_1676;15;1.12003004E7;1.12003004E7;VENTA;;;
2853;Marca_5;Producto_2358;5;1.12003004E7;1.12003004E7;ALTA;;;
2776;Marca_1;Producto_669;43;1.12003004E7;1.12003004E7;BAJA;;;
1307;Marca_4;Producto_3580;35;1.12003004E7;1.12003004E7;ALTA;;;
1617;Marca_5;Producto_4210;7;1.12003004E7;1.12003004E7;VENTA;;;
3917;Marca_5;Producto_1508;24;1.12003004E7;1.12003004E7;COMPRA;;;
829;Marca_2;Producto_3941;4;1.12003004E7;1.12003004E7;ALTA;;;
3899;Marca_5;Producto_2104;7;1.12003004E7;1.12003004E7;VENTA;;;
289;Marca_4;Producto_277;83;1.12003004E7;1.12003004E7;BAJA;;;
1360;Marca_1;Producto_4950;23;1.12003004E7;1.12003004E7;BAJA;;;
3726;Marca_4;Producto_4285;9;1.12003004E7;1.12003004E7;VENTA;;;
2017;Marca_5;Producto_3215;1;1.12003004E7;1.12003004E7;BAJA;;;
3119;Marca_3;Producto_3474;10;1.12003004E7;1.12003004E7;ALTA;;;
3622;Marca_1;Producto_2487;52;1.12003004E7;1.12003004E7;ALTA;;;
1482;Marca_5;Producto_778;84;1.12003004E7;1.12003004E7;VENTA;;;
370;Marca_4;Producto_4247;27;1.12003004E7;1.12003004E7;ALTA;;;
3752;Marca_4;Producto_4965;49;1.12003004E7;1.12003004E7;ALTA;;;
2901;Marca_2;Producto_4289;40;1.12003004E7;1.12003004E7;ALTA;;;
2100;Marca_4;Producto_1041;27;1.12003004E7;1.12003004E7;BAJA;;;
3463;Marca_5;Producto_4164;24;1.12003004E7;1.12003004E7;BAJA;;;
3557;Marca_4;Producto_2419;21;1.12003004E7;1.12003004E7;ALTA;;;
3981;Marca_2;Producto_4061;27;1.12003004E7;1.12003004E7;COMPRA;;;
2915;Marca_5;Producto_3410;11;1.12003004E7;1.12003004E7;BAJA;;;
531;Marca_1;Producto_3233;32;1.12003004E7;1.12003004E7;ALTA;;;
321;Marca_2;Producto_978;47;1.12003004E7;1.12003004E7;BAJA;;;
2654;Marca_3;Producto_706;26;1.12003004E7;1.12003004E7;VENTA;;;
2114;Marca_2;Producto_3387;42;1.12003004E7;1.12003004E7;VENTA;;;
847;Marca_3;Producto_3793;40;1.12003004E7;1.12003004E7;BAJA;;;
3278;Marca_5;Producto_2446;38;1.12003004E7;1.12003004E7;VENTA;;;
2857;Marca_2;Producto_4290;33;1.12003004E7;1.12003004E7;ALTA;;;
1393;Marca_3;Producto_2878;41;1.12003004E7;1.12003004E7;ALTA;;;
2465;Marca_5;Producto_735;49;1.12003004E7;1.12003004E7;BAJA;;;
2386;Marca_5;Producto_3952;8;1.12003004E7;1.12003004E7;ALTA;;;
583;Marca_4;Producto_1097;10;1.12003004E7;1.12003004E7;ALTA;;;
1834;Marca_1;Producto_570;4;1.12003004E7;1.12003004E7;BAJA;;;
3950;Marca_3;Producto_3230;76;1.12003004E7;1.12003004E7;COMPRA;;;
3955;Marca_2;Producto_3542;44;1.12003004E7;1.12003004E7;BAJA;;;
620;Marca_4;Producto_704;30;1.12003004E7;1.12003004E7;ALTA;;;
920;Marca_1;Producto_2097;31;1.12003004E7;1.12003004E7;ALTA;;;
2703;Marca_1;Producto_3237;1;1.12003004E7;1.12003004E7;VENTA;;;
35;Marca_2;Producto_893;13;1.12003004E7;1.12003004E7;VENTA;;;
2200;Marca_1;Producto_4813;1;1.12003004E7;1.12003004E7;BAJA;;;
3434;Marca_3;Producto_236;14;1.12003004E7;1.12003004E7;COMPRA;;;
179;Marca_3;Producto_2851;1;1.12003004E7;1.12003004E7;VENTA;;;
461;Marca_3;Producto_3474;25;1.12003004E7;1.12003004E7;ALTA;;;
2437;Marca_1;Producto_4437;42;1.12003004E7;1.12003004E7;BAJA;;;
1624;Marca_3;Producto_2603;42;1.12003004E7;1.12003004E7;ALTA;;;
1350;Marca_2;Producto_1164;3;1.12003004E7;1.12003004E7;VENTA;;;
2709;Marca_2;Producto_2393;11;1.12003004E7;1.12003004E7;ALTA;;;
1767;Marca_4;Producto_4196;7;1.12003004E7;1.12003004E7;ALTA;;;
2533;Marca_1;Producto_2686;36;1.12003004E7;1.12003004E7;BAJA;;;
3375;Marca_5;Producto_4248;9;1.12003004E7;1.12003004E7;COMPRA;;;
187;Marca_1;Producto_3084;10;1.12003004E7;1.12003004E7;VENTA;;;
3966;Marca_2;Producto_3;8;1.12003004E7;1.12003004E7;VENTA;;;
3443;Marca_1;Producto_3940;31;1.12003004E7;1.12003004E7;COMPRA;;;
1895;Marca_1;Producto_1419;7;1.12003004E7;1.12003004E7;ALTA;;;
2480;Marca_3;Producto_1663;2;1.12003004E7;1.12003004E7;ALTA;;;
3766;Marca_5;Producto_4703;1;1.12003004E7;1.12003004E7;BAJA;;;
485;Marca_5;Producto_2280;8;1.12003004E7;1.12003004E7;BAJA;;;
703;Marca_2;Producto_4074;36;1.12003004E7;1.12003004E7;ALTA;;;
1787;Marca_5;Producto_4383;48;1.12003004E7;1.12003004E7;ALTA;;;
1098;Marca_1;Producto_1288;3;1.12003004E7;1.12003004E7;ALTA;;;
1708;Marca_2;Producto_4686;2;1.12003004E7;1.12003004E7;ALTA;;;
1709;Marca_2;Producto_4354;14;1.12003004E7;1.12003004E7;ALTA;;;
1261;Marca_2;Producto_2238;39;1.12003004E7;1.12003004E7;ALTA;;;
1580;Marca_5;Producto_3241;7;1.12003004E7;1.12003004E7;BAJA;;;
1129;Marca_4;Producto_1771;68;1.12003004E7;1.12003004E7;COMPRA;;;
3546;Marca_1;Producto_816;18;1.12003004E7;1.12003004E7;COMPRA;;;
2241;Marca_1;Producto_1570;13;1.12003004E7;1.12003004E7;COMPRA;;;
1979;Marca_5;Producto_2389;26;1.12003004E7;1.12003004E7;BAJA;;;
